217,2303,Zimzx 500,24,0,0,na,0,1,556.19,631.98,0,0,,fasle,1,a,Admin,,,,1,1,62,1
218,2304,zimzx 250,24,0,0,na,0,1,264.86,300.96,0,0,,fasle,1,a,Admin,,,,1,1,62,1
219,2305,Viodin Oint,13,0,0,na,0,1,44,50,0,0,,fasle,1,a,Admin,,,,1,1,62,1
220,2306,Bactrocin Oint,13,0,0,na,0,1,123.58,140.42,0,0,,fasle,1,a,Admin,,,,1,1,62,1
221,2307,Roaccutane 20mg,13,0,0,na,0,1,83,91.66,0,0,,fasle,1,a,Admin,,,,1,1,54,1
222,2308,Methotrax 10,24,0,0,na,0,1,12,15,0,0,,fasle,1,a,Admin,,,,1,1,15,1
223,2309,Methotrax 2.5,24,0,0,na,0,1,3,5,0,0,,fasle,1,a,Admin,,,,1,1,15,1
224,2310,Navafil 100,24,0,0,na,0,1,55,60,0,0,,fasle,1,a,Admin,,,,1,1,15,1
225,2311,Scabo 6,24,0,0,na,0,1,3,5,0,0,,fasle,1,a,Admin,,,,1,1,15,1
226,2312,D Rise 20000 IU,24,0,0,na,0,1,17.6,20,0,0,,fasle,1,a,Admin,,,,1,1,6,1
227,2314,Spirocard 100,24,0,0,na,0,1,15.9,18.07,0,0,,fasle,1,a,Admin,,,,1,1,50,1
228,2316,Mometa Cream,24,0,0,na,0,1,159.01,180,0,0,,fasle,1,a,Admin,,,,1,1,50,1
229,2317,Cabergol 0.5 mg,24,0,0,na,0,1,70.33,80,0,0,,fasle,1,a,Admin,,,,1,1,50,1
230,2328,Tab Trichotin 10 Plus,24,0,0,na,0,1,20,25,0,0,,fasle,1,a,Admin,,,,1,1,16,1
231,2332,Vitalasta 4 mg,3,0,0,na,0,1,19.36,22,0,0,,fasle,1,a,Admin,,,,1,1,69,1
